,synset_offset,lex_filenum,ss_type,w_cnt,word with lex_id,p_cnt,ptr,f_cnt,frame,gloss
691,00151689,30,v,04,"[['decrease', '0'], ['diminish', '0'], ['lessen', '0'], ['fall', '6']]",032,"[['@', '00169651', 'v', '0000'], ['+', '05111835', 'n', '0403'], ['+', '13457378', 'n', '0202'], ['+', '00351638', 'n', '0101'], ['+', '05109808', 'n', '0101'], ['+', '13458571', 'n', '0101'], ['+', '07355887', 'n', '0101'], ['!', '00156601', 'v', '0101'], ['~', '00107604', 'v', '0000'], ['~', '00152558', 'v', '0000'], ['~', '00152762', 'v', '0000'], ['~', '00152887', 'v', '0000'], ['~', '00153061', 'v', '0000'], ['~', '00155046', 'v', '0000'], ['~', '00156485', 'v', '0000'], ['~', '00223500', 'v', '0000'], ['~', '00237259', 'v', '0000'], ['~', '00240571', 'v', '0000'], ['~', '00241689', 'v', '0000'], ['~', '00245059', 'v', '0000'], ['~', '00264705', 'v', '0000'], ['~', '00267681', 'v', '0000'], ['~', '00268314', 'v', '0000'], ['~', '00290983', 'v', '0000'], ['~', '00315020', 'v', '0000'], ['~', '00316494', 'v', '0000'], ['~', '00430494', 'v', '0000'], ['~', '00431826', 'v', '0000'], ['~', '00433778', 'v', '0000'], ['~', '00433933', 'v', '0000'], ['~', '00439958', 'v', '0000'], ['~', '00546873', 'v', '0000']]",1,"[['01', '00']]","in size, extent, or range; ""The amount of homework decreased towards the end of the semester""; ""The cabin pressure fell dramatically""; ""her weight fell to under a hundred pounds""; ""his voice fell to a whisper"""
692,00152558,30,v,02,"[['shrink', 'b'], ['shrivel', 'b']]",002,"[['@', '00151689', 'v', '0000'], ['+', '00360485', 'n', '0101']]",1,"[['01', '00']]","in size, range, or extent; ""His earnings shrank""; ""My courage shrivelled when I saw the task before me"""
693,00152762,30,v,01,"[['taper', '2']]",002,"[['@', '00151689', 'v', '0000'], ['+', '00353611', 'n', '0101']]",1,"[['01', '00']]","gradually; ""Interested tapered off"""
694,00152887,30,v,01,"[['drop_off', '1']]",002,"[['@', '00151689', 'v', '0000'], ['+', '07355887', 'n', '0103']]",1,"[['01', '00']]","or diminish; ""The number of students in this course dropped off after the first test"""
695,00153061,30,v,03,"[['vanish', '1'], ['fly', '0'], ['vaporize', '4']]",002,"[['@', '00151689', 'v', '0000'], ['$', '02073065', 'v', '0000']]",1,"[['01', '00']]","rapidly and disappear; ""the money vanished in las Vegas""; ""all my stock assets have vaporized"""
696,00153263,30,v,01,"[['increase', '2']]",029,"[['@', '00126264', 'v', '0000'], ['+', '00363260', 'n', '0101'], ['+', '05108947', 'n', '0101'], ['+', '13497135', 'n', '0101'], ['+', '07356676', 'n', '0101'], ['+', '13754293', 'n', '0102'], ['!', '00441445', 'v', '0101'], ['~', '00154141', 'v', '0000'], ['~', '00154388', 'v', '0000'], ['~', '00154608', 'v', '0000'], ['~', '00154778', 'v', '0000'], ['~', '00154966', 'v', '0000'], ['~', '00158503', 'v', '0000'], ['~', '00240293', 'v', '0000'], ['~', '00247390', 'v', '0000'], ['~', '00253277', 'v', '0000'], ['~', '00264386', 'v', '0000'], ['~', '00290302', 'v', '0000'], ['~', '00310937', 'v', '0000'], ['~', '00317700', 'v', '0000'], ['~', '00385189', 'v', '0000'], ['~', '00428583', 'v', '0000'], ['~', '00432281', 'v', '0000'], ['~', '00432436', 'v', '0000'], ['~', '00439698', 'v', '0000'], ['~', '00439849', 'v', '0000'], ['~', '00497061', 'v', '0000'], ['~', '00540235', 'v', '0000'], ['~', '02206313', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","bigger or more; ""The boss finally increased her salary""; ""The university increased the number of students it admitted"""
697,00153964,30,v,01,"[['suppress', 'c']]",001,"[['@', '00441445', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","the incidence or severity of or stop; ""suppress a yawn""; ""this drug can suppress the hemorrhage"""
698,00154141,30,v,02,"[['extend', 'c'], ['stretch', 'd']]",002,"[['$', '00487748', 'v', '0000'], ['@', '00153263', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","in quantity or bulk by adding a cheaper substance; ""stretch the soup by adding some more cream""; ""extend the casserole with a little rice"""
699,00154388,30,v,01,"[['augment', '1']]",004,"[['@', '00153263', 'v', '0000'], ['+', '01340522', 'a', '0101'], ['+', '07369470', 'n', '0101'], ['+', '00365231', 'n', '0101']]",2,"[['08', '00'], ['11', '00']]","or increase; ""The recent speech of the president augmented tensions in the Near East"""
700,00154608,30,v,01,"[['build_up', '2']]",002,"[['@', '00153263', 'v', '0000'], ['+', '00372226', 'n', '0101']]",2,"[['08', '00'], ['11', '00']]","develop, or increase by degrees or in stages; ""build up your savings"""
701,00154778,30,v,01,"[['enlarge', '3']]",005,"[['@', '00153263', 'v', '0000'], ['+', '00365709', 'n', '0102'], ['~', '00541163', 'v', '0000'], ['~', '00541417', 'v', '0000'], ['~', '00570524', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","larger; ""She enlarged the flower beds"""
702,00154966,30,v,01,"[['up', '0']]",001,"[['@', '00153263', 'v', '0000']]",1,"[['08', '00']]","""up the ante"""
703,00155046,30,v,01,"[['break', '8']]",001,"[['@', '00151689', 'v', '0000']]",1,"[['01', '00']]","sharply; ""stock prices broke"""
704,00155143,30,v,03,"[['rise', '0'], ['go_up', '0'], ['climb', '1']]",005,"[['@', '00230746', 'v', '0000'], ['+', '07370410', 'n', '0302'], ['+', '00364260', 'n', '0102'], ['~', '00155406', 'v', '0000'], ['~', '00156139', 'v', '0000']]",1,"[['01', '00']]","in value or to a higher point; ""prices climbed steeply""; ""the value of our house rose sharply last year"""
705,00155406,30,v,01,"[['soar', '0']]",001,"[['@', '00155143', 'v', '0000']]",1,"[['01', '00']]","or move upward; ""The stock market soared after the cease-fire was announced"""
706,00155547,30,v,03,"[['rise', '9'], ['jump', '1'], ['climb_up', '2']]",002,"[['@', '00109660', 'v', '0000'], ['+', '07358985', 'n', '0202']]",2,"[['01', '00'], ['04', '00']]","in rank or status; ""Her new novel jumped high on the bestseller list"""
707,00155727,30,v,01,"[['jump', '0']]",002,"[['@', '00433232', 'v', '0000'], ['+', '07414222', 'n', '0101']]",1,"[['01', '00']]","suddenly and significantly; ""Prices jumped overnight"""
708,00155869,30,v,01,"[['accrue', '0']]",004,"[['@', '00156601', 'v', '0000'], ['+', '00372013', 'n', '0103'], ['+', '00372013', 'n', '0102'], ['~', '00156027', 'v', '0000']]",1,"[['01', '00']]","by addition; ""The interest accrues"""
709,00156027,30,v,01,"[['redound', '0']]",001,"[['@', '00155869', 'v', '0000']]",1,"[['01', '00']]","""Everything redounded to his glory"""
710,00156139,30,v,01,"[['bull', '0']]",003,"[['$', '02272373', 'v', '0000'], ['@', '00155143', 'v', '0000'], ['+', '09878921', 'n', '0101']]",1,"[['01', '00']]","in price; ""stocks were bulling"""
711,00156276,30,v,03,"[['ease_up', '2'], ['ease_off', '2'], ['let_up', '1']]",002,"[['@', '00126264', 'v', '0000'], ['+', '15274441', 'n', '0301']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","pressure or intensity; ""he eased off the gas pedal and the car slowed down"""
712,00156485,30,v,04,"[['ease_up', '0'], ['ease_off', '0'], ['slacken_off', '0'], ['flag', '1']]",001,"[['@', '00151689', 'v', '0000']]",1,"[['01', '00']]",less intense
713,00156601,30,v,01,"[['increase', '0']]",028,"[['@', '00169651', 'v', '0000'], ['+', '00363260', 'n', '0101'], ['+', '05108947', 'n', '0101'], ['+', '13497135', 'n', '0101'], ['+', '07356676', 'n', '0101'], ['+', '13754293', 'n', '0102'], ['!', '00151689', 'v', '0101'], ['~', '00155869', 'v', '0000'], ['~', '00157219', 'v', '0000'], ['~', '00157347', 'v', '0000'], ['~', '00157462', 'v', '0000'], ['~', '00157623', 'v', '0000'], ['~', '00158094', 'v', '0000'], ['~', '00158384', 'v', '0000'], ['~', '00158804', 'v', '0000'], ['~', '00182406', 'v', '0000'], ['~', '00226566', 'v', '0000'], ['~', '00227165', 'v', '0000'], ['~', '00230746', 'v', '0000'], ['~', '00246930', 'v', '0000'], ['~', '00303465', 'v', '0000'], ['~', '00316195', 'v', '0000'], ['~', '00317468', 'v', '0000'], ['~', '00432572', 'v', '0000'], ['~', '00433232', 'v', '0000'], ['~', '00433525', 'v', '0000'], ['~', '00546729', 'v', '0000'], ['~', '00555084', 'v', '0000']]",1,"[['01', '00']]","bigger or greater in amount; ""The amount of work increased"""
714,00157219,30,v,01,"[['spike', '4']]",002,"[['@', '00156601', 'v', '0000'], ['+', '07308450', 'n', '0101']]",1,"[['01', '00']]","a sharp increase; ""the voltage spiked"""
715,00157347,30,v,01,"[['add_to', '0']]",001,"[['@', '00156601', 'v', '0000']]",1,"[['11', '00']]","an increased effect; ""This adds to my worries"""
716,00157462,30,v,02,"[['gain', '1'], ['gather', '1']]",001,"[['@', '00156601', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","or develop; ""the peace movement gained momentum""; ""the car gathers speed"""
717,00157623,30,v,02,"[['explode', '2'], ['irrupt', '0']]",002,"[['@', '00156601', 'v', '0000'], ['+', '07414068', 'n', '0101']]",1,"[['01', '00']]","rapidly and in an uncontrolled manner; ""The population of India is exploding""; ""The island's rodent population irrupted"""
718,00157844,30,v,01,"[['enlarge', '0']]",002,"[['@', '00230746', 'v', '0000'], ['~', '00434077', 'v', '0000']]",1,"[['01', '00']]",larger or bigger
719,00157950,30,v,01,"[['augment', '0']]",003,"[['@', '00230746', 'v', '0000'], ['+', '01340522', 'a', '0101'], ['+', '07369470', 'n', '0101']]",1,"[['01', '00']]","or intensify; ""The pressure augmented"""
720,00158094,30,v,01,"[['pyramid', '0']]",001,"[['@', '00156601', 'v', '0000']]",1,"[['01', '00']]",rapidly and progressively step by step on a broad base
721,00158222,30,v,02,"[['advance', '1'], ['gain', '0']]",002,"[['@', '00433232', 'v', '0000'], ['+', '00364260', 'n', '0101']]",2,"[['01', '00'], ['11', '00']]","in rate or price; ""The stock market gained 24 points today"""
722,00158384,30,v,01,"[['snowball', '0']]",001,"[['@', '00156601', 'v', '0000']]",1,"[['01', '00']]",or accumulate at a rapidly accelerating rate
723,00158503,30,v,01,"[['raise', '1']]",003,"[['@', '00153263', 'v', '0000'], ['+', '05110185', 'n', '0101'], ['~', '00158687', 'v', '0000']]",1,"[['08', '00']]","the level or amount of something; ""raise my salary""; ""raise the price of bread"""
724,00158687,30,v,01,"[['bump_up', '0']]",001,"[['@', '00158503', 'v', '0000']]",1,"[['08', '00']]","or raise; ""OPEC bumped up the price of oil"""
725,00158804,30,v,06,"[['accumulate', '0'], ['cumulate', '0'], ['conglomerate', '0'], ['pile_up', '0'], ['gather', '0'], ['amass', '0']]",013,"[['@', '00156601', 'v', '0000'], ['+', '01014990', 'n', '0502'], ['+', '08418103', 'n', '0303'], ['+', '07375214', 'n', '0301'], ['+', '00048460', 'a', '0202'], ['+', '07961480', 'n', '0206'], ['+', '07961480', 'n', '0205'], ['+', '00048460', 'a', '0101'], ['+', '00029769', 'a', '0101'], ['+', '00372013', 'n', '0101'], ['~', '00159236', 'v', '0000'], ['~', '00159368', 'v', '0000'], ['~', '00571390', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","or gather; ""Journals are accumulating in my office""; ""The work keeps piling up"""
726,00159236,30,v,01,"[['backlog', '0']]",003,"[['@', '00158804', 'v', '0000'], ['+', '13368052', 'n', '0102'], ['+', '07953603', 'n', '0101']]",1,"[['01', '00']]",and create a backlog
727,00159368,30,v,01,"[['accrete', '1']]",004,"[['@', '00158804', 'v', '0000'], ['+', '02535533', 'a', '0101'], ['+', '13425245', 'n', '0101'], ['+', '13424865', 'n', '0101']]",1,"[['11', '00']]","or become attached by accretion; ""The story accreted emotion"""
728,00159553,30,v,01,"[['run_up', '0']]",001,"[['@', '02304982', 'v', '0000']]",1,"[['08', '00']]",up (debts or scores)
729,00159642,30,v,01,"[['assimilate', '0']]",005,"[['@', '00150287', 'v', '0000'], ['+', '13930928', 'n', '0101'], ['+', '13434878', 'n', '0101'], ['!', '00160653', 'v', '0101'], ['~', '00159880', 'v', '0000']]",3,"[['02', '00'], ['12', '00'], ['22', '00']]","similar to one's environment; ""Immigrants often want to assimilate quickly"""
730,00159880,30,v,01,"[['acculturate', '0']]",007,"[['@', '00159642', 'v', '0000'], ['+', '03139749', 'a', '0102'], ['+', '08287844', 'n', '0101'], ['+', '05984936', 'n', '0102'], ['+', '05751794', 'n', '0101'], ['+', '01128984', 'n', '0103'], ['~', '00160086', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]",culturally
731,00160086,30,v,02,"[['detribalize', '0'], ['detribalise', '0']]",003,"[['@', '00159880', 'v', '0000'], ['+', '01152583', 'n', '0202'], ['+', '01152583', 'n', '0101']]",1,"[['09', '00']]",members of a tribe to lose their cultural identity
732,00160261,30,v,01,"[['assimilate', '1']]",004,"[['@', '00126264', 'v', '0000'], ['+', '13930928', 'n', '0101'], ['+', '13434878', 'n', '0101'], ['!', '00160880', 'v', '0101']]",1,"[['21', '00']]","similar; ""This country assimilates immigrants very quickly"""
733,00160447,30,v,01,"[['assimilate', '2']]",004,"[['@', '00109660', 'v', '0000'], [';c', '06177033', 'n', '0000'], ['+', '13434537', 'n', '0101'], ['!', '00161012', 'v', '0101']]",2,"[['01', '00'], ['04', '00']]","similar in sound; ""The nasal assimilates to the following consonant"""
734,00160653,30,v,01,"[['dissimilate', '0']]",004,"[['@', '00109660', 'v', '0000'], ['+', '13467443', 'n', '0101'], ['!', '00159642', 'v', '0101'], ['~', '00119074', 'v', '0000']]",1,"[['01', '00']]","dissimilar or less similar; ""These two related tribes of people gradually dissimilated over time"""
735,00160880,30,v,01,"[['dissimilate', '1']]",002,"[['@', '00126264', 'v', '0000'], ['!', '00160261', 'v', '0101']]",1,"[['21', '00']]",dissimilar; cause to become less similar
736,00161012,30,v,01,"[['dissimilate', '2']]",004,"[['@', '00109660', 'v', '0000'], [';c', '06177033', 'n', '0000'], ['+', '13467443', 'n', '0101'], ['!', '00160447', 'v', '0101']]",2,"[['01', '00'], ['04', '00']]","dissimilar by changing the sound qualities; ""These consonants dissimilate"""
737,00161225,30,v,04,"[['change', '4'], ['exchange', '0'], ['commute', '2'], ['convert', '2']]",012,"[['@', '00162688', 'v', '0000'], ['+', '00916706', 'a', '0401'], ['+', '01093380', 'n', '0401'], ['+', '06548498', 'n', '0301'], ['+', '01093085', 'n', '0201'], ['+', '10069120', 'n', '0201'], ['~', '00161731', 'v', '0000'], ['~', '00161872', 'v', '0000'], ['~', '00162167', 'v', '0000'], ['~', '00188949', 'v', '0000'], ['$', '00550117', 'v', '0000'], ['~', '01610666', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","or replace with another, usually of the same kind or category; ""Could you convert my dollars into pounds?""; ""He changed his name""; ""convert centimeters into inches""; ""convert holdings into shares"""
738,00161731,30,v,01,"[['rectify', '6']]",002,"[['@', '00161225', 'v', '0000'], ['+', '07416308', 'n', '0101']]",1,"[['08', '00']]","into direct current; ""rectify alternating current"""
739,00161872,30,v,01,"[['utilize', 'c']]",001,"[['@', '00161225', 'v', '0000']]",1,"[['08', '00']]",(from an investment trust to a unit trust)
740,00161987,30,v,03,"[['commute', '1'], ['convert', '9'], ['exchange', '2']]",004,"[['@', '00126264', 'v', '0000'], ['+', '01166258', 'n', '0301'], ['+', '06548498', 'n', '0101'], ['+', '01165919', 'n', '0101']]",1,"[['08', '00']]",a penalty for a less severe one
741,00162167,30,v,02,"[['capitalize', '0'], ['capitalise', '0']]",004,"[['@', '00161225', 'v', '0000'], ['+', '13354420', 'n', '0201'], ['+', '13354420', 'n', '0101'], ['~', '00162350', 'v', '0000']]",1,"[['08', '00']]",(a company's reserve funds) into capital
742,00162350,30,v,02,"[['overcapitalize', '0'], ['overcapitalise', '0']]",003,"[['@', '00162167', 'v', '0000'], ['+', '00093127', 'n', '0202'], ['+', '00093127', 'n', '0101']]",1,"[['02', '00']]",beyond what the business or the profit-making prospects warrant
743,00162549,30,v,01,"[['transduce', '0']]",003,"[['@', '00381013', 'v', '0000'], ['+', '13568524', 'n', '0101'], ['+', '04470953', 'n', '0101']]",1,"[['11', '00']]",transduction (of energy forms)
744,00162688,30,v,01,"[['replace', '0']]",010,"[['@', '01631072', 'v', '0000'], ['+', '10680153', 'n', '0103'], ['+', '07443761', 'n', '0104'], ['+', '05696425', 'n', '0102'], ['+', '00197772', 'n', '0101'], ['+', '00197772', 'n', '0102'], ['~', '00161225', 'v', '0000'], ['~', '00163251', 'v', '0000'], ['~', '00577330', 'v', '0000'], ['$', '02405390', 'v', '0000']]",4,"[['08', '00'], ['09', '00'], ['20', '00'], ['31', '00']]","a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected); ""He replaced the old razor blade""; ""We need to replace the secretary that left a month ago""; ""the insurance will replace the lost income""; ""This antique vase can never be replaced"""
745,00163251,30,v,01,"[['change', '6']]",001,"[['@', '00162688', 'v', '0000']]",1,"[['08', '00']]","or replace the coverings of; ""Father had to learn how to change the baby""; ""After each guest we changed the bed linens"""
746,00163441,30,v,03,"[['refurbish', '0'], ['renovate', '1'], ['freshen_up', '0']]",005,"[['@', '01631072', 'v', '0000'], ['+', '14424517', 'n', '0201'], ['+', '00265119', 'n', '0201'], ['+', '14424517', 'n', '0103'], ['~', '00163703', 'v', '0000']]",2,"[['08', '00'], ['02', '02']]","brighter and prettier; ""we refurbished the guest wing""; ""My wife wants us to renovate"""
747,00163703,30,v,01,"[['gentrify', '0']]",002,"[['@', '00163441', 'v', '0000'], ['+', '00268824', 'n', '0101']]",1,"[['08', '00']]","so as to make it conform to middle-class aspirations; ""gentrify a row of old houses""; ""gentrify the old center of town"""
748,00163915,30,v,01,"[['revamp', '0']]",001,"[['@', '01631072', 'v', '0000']]",1,"[['08', '00']]","patch up or renovate; repair or restore; ""They revamped their old house before selling it"""
749,00164072,30,v,03,"[['retread', '0'], ['remold', '0'], ['remould', '0']]",002,"[['@', '01631072', 'v', '0000'], ['+', '04083942', 'n', '0101']]",1,"[['08', '00']]",new treads to (a tire)
750,00164201,30,v,02,"[['renovate', '0'], ['restitute', '0']]",005,"[['@', '01631072', 'v', '0000'], ['+', '00270275', 'n', '0201'], ['+', '14424517', 'n', '0101'], ['+', '00265119', 'n', '0101'], ['+', '10514962', 'n', '0102']]",1,"[['08', '00']]","to a previous or better condition; ""They renovated the ceiling of the Sistine Chapel"""
751,00164444,30,v,02,"[['refresh', '0'], ['freshen', '0']]",005,"[['@', '01631072', 'v', '0000'], ['+', '03395745', 'n', '0201'], ['+', '00401783', 'n', '0101'], ['+', '07914128', 'n', '0101'], ['~', '00488770', 'v', '0000']]",3,"[['08', '00'], ['10', '00'], ['11', '00']]","(to feel) fresh; ""The cool water refreshed us"""
752,00164658,30,v,02,"[['revitalize', '0'], ['revitalise', '0']]",003,"[['@', '01631072', 'v', '0000'], ['+', '01047338', 'n', '0204'], ['+', '01047338', 'n', '0103']]",3,"[['08', '00'], ['10', '00'], ['11', '00']]",new life or vigor to
753,00164816,30,v,02,"[['vitalize', '0'], ['vitalise', '0']]",007,"[['@', '00220869', 'v', '0000'], ['+', '14049552', 'n', '0202'], ['+', '10056103', 'n', '0204'], ['+', '00119006', 'a', '0103'], ['+', '14049552', 'n', '0101'], ['+', '10056103', 'n', '0103'], ['!', '00166952', 'v', '0101']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","more lively or vigorous; ""The treatment at the spa vitalized the old man"""
754,00165103,30,v,02,"[['vitalize', '1'], ['vitalise', '1']]",002,"[['@', '00126264', 'v', '0000'], ['+', '00095094', 'a', '0101']]",2,"[['08', '00'], ['11', '00']]","life to; ""The eggs are vitalized"""
